x,dx,y,dy,z,dz,rx,drx,ry,dry,rz,drz
-1.05,0.017640523459676642,-1.65,0.01658130679618188,-7.0,0.0,-4.0,0.019031155759393972,155.0,-0.11390081931169654,0.0,0.05483281304979799
-1.05,0.004001572083672233,-1.65,-0.0011816404512856977,-7.0,0.0,-3.99,-0.08517291972535901,155.1,-0.12144013829592591,0.0,0.009866745381579568
-1.05,0.009787379841057393,-1.65,-0.0068017820399685035,-7.0,0.0,-3.98,0.18227236001279595,155.2,0.08709617821716197,0.0,0.01971810551973674
-1.05,0.022408931992014578,-1.65,0.006663830820319143,-7.0,0.0,-3.97,-0.05215796779933732,155.3,-0.08779706165358703,0.0,0.10590272544419664
-1.05,0.018675579901499675,-1.65,-0.004607197873885533,-7.0,0.0,-3.96,-0.11846865904115521,155.4,0.12961498675278835,0.0,-0.10225643912606858
-1.05,-0.00977277879876411,-1.65,-0.013342584714027534,-7.0,0.0,-3.95,0.09606933984606597,155.5,0.06164593126261553,0.0,-0.08552404572508643
-1.05,0.009500884175255894,-1.65,-0.013467175057975553,-7.0,0.0,-3.94,0.13290628465396823,155.6,0.053659652056682355,0.0,0.12572196508289943
-1.05,-0.001513572082976979,-1.65,0.0069377315269013255,-7.0,0.0,-3.93,-0.08174930976162265,155.7,0.04046954556143004,0.0,-0.14828833575740427
-1.05,-0.0010321885179355784,-1.65,-0.001595734381462669,-7.0,0.0,-3.92,-0.14013472930393106,155.8,0.01914508720239118,0.0,-0.13094121463310143
-1.05,0.004105985019383723,-1.65,-0.0013370155966843916,-7.0,0.0,-3.91,0.10304382674156048,155.9,0.08805111991771106,0.0,0.08178618311849958
-1.05,0.0014404357116087798,-1.65,0.010777438059762627,-7.0,0.0,-3.9,-0.2047323613057962,156.0,-0.045408036251560514,0.0,0.023820019202203863
-1.05,0.014542735069629751,-1.65,-0.011268258087567436,-7.0,0.0,-3.89,-0.12266216593966156,156.1,0.00859519734343847,0.0,0.010523213705927585
-1.05,0.007610377251469934,-1.65,-0.007306777528648249,-7.0,0.0,-3.88,0.09674461500502352,156.2,0.07519465876771958,0.0,-0.009165940810038319
-1.05,0.001216750164928284,-1.65,-0.0038487980918127545,-7.0,0.0,-3.87,-0.005535254802238957,156.3,0.05629897185861278,0.0,0.0031267547027569484
-1.05,0.004438632327454257,-1.65,0.0009435158931707401,-7.0,0.0,-3.86,-0.026393734859268787,156.4,-0.11949868052686603,0.0,-0.009211211469195592
-1.05,0.0033367432737426684,-1.65,-0.00042171451290578935,-7.0,0.0,-3.85,0.035281660649437836,156.5,-0.0500409667304264,0.0,0.13554427025944182
-1.05,0.01494079073157606,-1.65,-0.0028688719238990764,-7.0,0.0,-3.84,-0.01527744235454087,156.6,0.025280350541915454,0.0,-0.039814812875007516
-1.05,-0.0020515826376580086,-1.65,-0.000616264020956474,-7.0,0.0,-3.83,-0.12986867221630902,156.7,-0.040801470903989695,0.0,-0.016137353627777917
-1.05,0.003130677016509014,-1.65,-0.001073052762911747,-7.0,0.0,-3.82,0.12760753460061877,156.8,0.17746585609733334,0.0,0.17944488052250737
-1.05,-0.008540957393017247,-1.65,-0.007196043885517929,-7.0,0.0,-3.81,0.13250140528868154,156.9,-0.03931531947541129,0.0,0.00275097020298358
-1.05,-0.025529898158340787,-1.65,-0.008129929885540774,-7.0,0.0,-3.8,0.02053325637779597,157.0,-0.016221844757669086,0.0,0.22320163895251777
-1.05,0.006536185954403606,-1.65,0.0027451635772393953,-7.0,0.0,-3.79,0.004513401543201028,157.1,0.07694301781773039,0.0,-0.010497970101895356
-1.05,0.008644361988595058,-1.65,-0.00890915082995528,-7.0,0.0,-3.78,0.2339624806020058,157.2,0.03305327432349158,0.0,0.13674149824601586
-1.05,-0.00742165020406442,-1.65,-0.011573552591908535,-7.0,0.0,-3.77,-0.027643284501583723,157.3,-0.014527445720476923,0.0,-0.1655344038309678
-1.05,0.022697546239876076,-1.65,-0.0031229225112569333,-7.0,0.0,-3.76,-0.025957698183403946,157.4,-0.07564935288807484,0.0,0.01536444608156664
-1.05,-0.014543656745987649,-1.65,-0.001576670161638159,-7.0,0.0,-3.75,0.03644812492405056,157.5,0.030151405739676618,0.0,-0.15844735631509355
-1.05,0.0004575851730144607,-1.65,0.022567234972982093,-7.0,0.0,-3.74,0.14713219561423382,157.6,0.10390964403783927,0.0,0.08444543066045863
-1.05,-0.001871838500258336,-1.65,-0.007047002758562337,-7.0,0.0,-3.73,0.15927707544174838,157.7,0.04790952240982286,0.0,-0.12128678162090248
-1.05,0.015327792143584576,-1.65,0.009432607249694948,-7.0,0.0,-3.7199999999999998,-0.025857263167677128,157.8,-0.07781835214561222,0.0,0.02837695543833455
-1.05,0.01469358769900285,-1.65,0.007471883342046319,-7.0,0.0,-3.71,0.030833124595934527,157.9,0.1736774956976711,0.0,-0.028219587669043512
-1.05,0.001549474256969163,-1.65,-0.011889449552037362,-7.0,0.0,-3.7,-0.1378083467064077,158.0,-0.14465778900358944,0.0,-0.1158203185184029
-1.05,0.0037816251960217356,-1.65,0.007732529774025997,-7.0,0.0,-3.69,-0.031197610791621297,158.1,-0.1582685641802789,0.0,-0.16193599828975425
-1.05,-0.008877857476301128,-1.65,-0.011838806401933178,-7.0,0.0,-3.68,-0.08402903954793066,158.2,0.09605572244572284,0.0,-0.05110404635801098
-1.05,-0.01980796468223927,-1.65,-0.02659172237996741,-7.0,0.0,-3.67,-0.10068317522989839,158.3,0.02258404786026901,0.0,0.1740629445895331
-1.05,-0.003479121493261526,-1.65,0.006063195243593808,-7.0,0.0,-3.66,0.16815767162673279,158.4,-0.05494985463040403,0.0,-0.02934850548893775
-1.05,0.0015634896910398006,-1.65,-0.017558905834377195,-7.0,0.0,-3.65,-0.0792286661806145,158.5,-0.10985707275553297,0.0,0.09172215421158561
-1.05,0.012302906807277207,-1.65,0.004509344618059148,-7.0,0.0,-3.64,-0.05316059080114549,158.6,0.23207998392802984,0.0,-0.005704286766218815
-1.05,0.012023798487844113,-1.65,-0.006840108977372166,-7.0,0.0,-3.63,0.03658487879168582,158.7,0.011709087215544195,0.0,0.08767267736904524
-1.05,-0.003873268174079523,-1.65,0.016595507961898723,-7.0,0.0,-3.62,0.12978252669735854,158.8,0.05342011708457715,0.0,-0.18269113783045177
-1.05,-0.0030230275057533556,-1.65,0.01068509399316009,-7.0,0.0,-3.61,0.048111512638883545,158.9,0.03178850972381816,0.0,-0.04031883068495334
-1.05,-0.010485529650670926,-1.65,-0.004533858038513877,-7.0,0.0,-3.6,0.2759355114021582,159.0,0.043480795773115796,0.0,0.09494055237932188
-1.05,-0.014200179371789752,-1.65,-0.006878376110286823,-7.0,0.0,-3.59,-0.007466797825114957,159.1,0.05400944605248059,0.0,-0.016325494883317873
-1.05,-0.017062701906250127,-1.65,-0.012140774030941206,-7.0,0.0,-3.58,0.025871644022974608,159.2,0.07324240097548762,0.0,-0.008645528271104713
